Training Loss,Validation Loss,Training Accuracy,Validation Accuracy
0.029327258467674255,0.5754708647727966,0.9909264445304871,0.8808611631393433
0.030880197882652283,0.5753595232963562,0.9900580644607544,0.8812166452407837
0.029767611995339394,0.576808750629425,0.9906027317047119,0.8810333013534546
0.029927562922239304,0.5773149728775024,0.9906567931175232,0.8808860778808594
0.029429620131850243,0.5779767036437988,0.9907838702201843,0.8808056116104126
0.0290075670927763,0.5795260071754456,0.9910724759101868,0.8807138800621033
0.029001111164689064,0.5802836418151855,0.9910711646080017,0.8807054758071899
0.02951197698712349,0.5787492394447327,0.9908106327056885,0.8806666731834412
0.029102087020874023,0.5793460011482239,0.991060197353363,0.8804971575737
0.02893107943236828,0.5790329575538635,0.9910230040550232,0.8805444240570068
0.028759337961673737,0.5797566175460815,0.9911269545555115,0.880805492401123
0.028111884370446205,0.5802943110466003,0.991567850112915,0.8805361390113831
0.029201898723840714,0.5802854299545288,0.9911508560180664,0.8806805610656738
0.030081428587436676,0.5813143849372864,0.9906808733940125,0.8807166218757629
0.03155110031366348,0.5841206312179565,0.9898555874824524,0.8804833292961121
0.02865293249487877,0.5836317539215088,0.9910720586776733,0.8803278207778931
0.02889600768685341,0.5834339261054993,0.991055428981781,0.8807527422904968
0.029127197340130806,0.5836453437805176,0.9910771250724792,0.8806277513504028
0.030913081020116806,0.5836926698684692,0.9901399612426758,0.880322277545929
0.02840886451303959,0.5847083330154419,0.9911938309669495,0.880786120891571
0.029740577563643456,0.5849547386169434,0.9905813336372375,0.8805833458900452
0.028919756412506104,0.5850534439086914,0.9910178184509277,0.8806722164154053
0.028770163655281067,0.5857681035995483,0.9910207390785217,0.8806444406509399
0.028980109840631485,0.585557758808136,0.9909110069274902,0.8804444074630737
0.02865581400692463,0.5860050320625305,0.9910561442375183,0.8805805444717407
0.028857165947556496,0.5859102010726929,0.9911530017852783,0.8804860711097717
0.027741573750972748,0.5859036445617676,0.9916985630989075,0.8806222081184387
0.027831103652715683,0.5867294669151306,0.9915819764137268,0.8806194067001343
0.028003206476569176,0.5865783095359802,0.9914621710777283,0.8805055618286133
0.028202397748827934,0.5862024426460266,0.991401731967926,0.8807889223098755
0.028880469501018524,0.5870879888534546,0.9910494685173035,0.8805138468742371
0.028580214828252792,0.5869866609573364,0.9911835193634033,0.8805027604103088
0.02778959460556507,0.5872188806533813,0.991582989692688,0.8804749250411987
0.028183352202177048,0.5878137350082397,0.9913443326950073,0.8804722428321838
0.028232567012310028,0.5881109833717346,0.9912979006767273,0.8804416656494141
0.02826693467795849,0.5878929495811462,0.9912256002426147,0.88043612241745
0.02872231975197792,0.5884436368942261,0.9910956621170044,0.8804805278778076
0.028209548443555832,0.5891023874282837,0.9914411306381226,0.8804361820220947
0.02750011906027794,0.5885692834854126,0.9917320609092712,0.8803694844245911
0.02772577665746212,0.5888281464576721,0.9916064739227295,0.8806250095367432
0.027495449408888817,0.588482141494751,0.9917966723442078,0.8806360960006714
0.028277941048145294,0.5884203910827637,0.9913050532341003,0.8806305527687073
0.027686169371008873,0.5887243151664734,0.9916303157806396,0.8806333541870117
0.027465296909213066,0.5889029502868652,0.9917505383491516,0.8805805444717407
0.027473652735352516,0.5893397927284241,0.9917303919792175,0.8805138468742371
0.028463544324040413,0.5896165370941162,0.9912228584289551,0.8805972337722778
0.02759179100394249,0.5890587568283081,0.9916697144508362,0.880630612373352
0.027807284146547318,0.5895525217056274,0.9915566444396973,0.8804722428321838
0.027679890394210815,0.5899195671081543,0.9916214346885681,0.8804806470870972
0.02733299881219864,0.5900237560272217,0.9917864203453064,0.8804000616073608
0.027721276506781578,0.5898949503898621,0.9916568398475647,0.880466639995575
0.027452250942587852,0.5896192789077759,0.9917113780975342,0.8803972005844116
0.027701273560523987,0.5898327827453613,0.9916613698005676,0.8804388642311096
0.02738865464925766,0.5904600620269775,0.9916991591453552,0.8802082538604736
0.027577999979257584,0.5904654264450073,0.9917076826095581,0.8803610801696777
0.028106126934289932,0.5908302068710327,0.9914002418518066,0.8802444934844971
0.027484675869345665,0.5907062888145447,0.9917342066764832,0.880311131477356
0.027679141610860825,0.5910989046096802,0.9916218519210815,0.8803194165229797
0.02777261845767498,0.5907187461853027,0.9915239214897156,0.880352795124054
0.027403229847550392,0.5907261371612549,0.9917306900024414,0.8804305791854858
0.027527429163455963,0.5908796191215515,0.9916560649871826,0.8804416656494141
0.027476919814944267,0.5909645557403564,0.9916638731956482,0.8804388046264648
0.027545936405658722,0.5908772945404053,0.9916594624519348,0.8804388642311096
0.028635799884796143,0.5911110639572144,0.9911553263664246,0.8804555535316467
0.027073044329881668,0.5915517807006836,0.9919750094413757,0.8803693652153015
0.028159124776721,0.5918812155723572,0.9914083480834961,0.8803861737251282
0.028399113565683365,0.592068076133728,0.9913140535354614,0.880477786064148
0.02776596136391163,0.59180748462677,0.9915692806243896,0.8803750276565552
0.02712036669254303,0.5921300053596497,0.9918832778930664,0.8803583979606628
0.027780812233686447,0.5922161340713501,0.9915593862533569,0.8803445100784302
0.02831476740539074,0.5920791029930115,0.9912658333778381,0.8803305625915527
0.027055762708187103,0.5923811197280884,0.9919864535331726,0.8803555369377136
0.02761385217308998,0.5924391150474548,0.9915883541107178,0.8802555203437805
0.027150588110089302,0.5922844409942627,0.9919496774673462,0.8803806304931641
0.027475059032440186,0.592050313949585,0.99168461561203,0.8804027438163757
0.026973284780979156,0.5921576023101807,0.9919915199279785,0.8803610801696777
0.027403075248003006,0.5923360586166382,0.9917641878128052,0.8803194165229797
0.027803150936961174,0.5925773978233337,0.9914569854736328,0.8802888989448547
0.027732472866773605,0.5926893949508667,0.9916067123413086,0.8803472518920898
0.027215979993343353,0.5928357839584351,0.9917747378349304,0.880372166633606
0.027279596775770187,0.5928633213043213,0.9917544722557068,0.8804082870483398
0.027198005467653275,0.5927505493164062,0.9918479919433594,0.8803221583366394
0.027017997577786446,0.5927736163139343,0.9919105172157288,0.8803166747093201
0.027604976668953896,0.5928440690040588,0.9915867447853088,0.880383312702179
0.0278751440346241,0.5929431915283203,0.9914126992225647,0.8803443908691406
0.0271492637693882,0.5928497910499573,0.9918459057807922,0.8803806304931641
0.027420885860919952,0.5929158329963684,0.9917458295822144,0.8803526759147644
0.027369918301701546,0.5928924083709717,0.9917012453079224,0.8803194761276245
0.02738123945891857,0.5929105281829834,0.9917041659355164,0.8803666830062866
0.027039995416998863,0.5927897095680237,0.9919222593307495,0.8803943395614624
0.027513260021805763,0.5929030776023865,0.9916703104972839,0.8803360462188721
0.02708418294787407,0.5928034782409668,0.9919528365135193,0.8803361654281616
0.027521749958395958,0.5931176543235779,0.9916678667068481,0.8803472518920898
0.026880493387579918,0.592796266078949,0.9920253753662109,0.8804722428321838
0.027350623160600662,0.5930991172790527,0.9918055534362793,0.8804278373718262
0.027255481109023094,0.5927815437316895,0.9917750358581543,0.8804416656494141
0.027554167434573174,0.5930245518684387,0.9915992021560669,0.8803055882453918
0.027533704414963722,0.5931508541107178,0.9915808439254761,0.8803417086601257
0.027263740077614784,0.5931381583213806,0.9917422533035278,0.8803055286407471
0.027637572959065437,0.5934269428253174,0.9915727972984314,0.8802861571311951
0.02768433466553688,0.593595027923584,0.9914641976356506,0.8802777528762817
0.02703557163476944,0.5932290554046631,0.9919624328613281,0.880322277545929
0.027724426239728928,0.5933589339256287,0.9914886951446533,0.8802388310432434
0.027422456070780754,0.5931901335716248,0.9916496276855469,0.8803722262382507
0.026767581701278687,0.593164324760437,0.9920291900634766,0.8803194165229797
0.027132093906402588,0.5932514667510986,0.9918803572654724,0.8803361058235168
0.027107197791337967,0.5933513045310974,0.9918026924133301,0.8802778124809265
0.027580557391047478,0.5932367444038391,0.9915227293968201,0.8802971839904785
0.02645902708172798,0.593327522277832,0.9922596216201782,0.8802666664123535
0.02723601646721363,0.5935044288635254,0.9917819499969482,0.8802222609519958
0.02810179814696312,0.5937353372573853,0.9914498329162598,0.8802944421768188
0.02697772905230522,0.5936508774757385,0.9919105172157288,0.8802666068077087
0.02727823704481125,0.5938730835914612,0.9918352961540222,0.8802499771118164
0.02833021990954876,0.5939794182777405,0.9916284680366516,0.8802528381347656
0.027251552790403366,0.5939626097679138,0.9919162392616272,0.880311131477356
0.027338605374097824,0.5937784910202026,0.99174565076828,0.8803249597549438
0.027545513585209846,0.593677818775177,0.9916568398475647,0.8802860379219055
0.027728088200092316,0.5937681198120117,0.9914756417274475,0.8802860379219055
0.027316944673657417,0.5936325192451477,0.991705596446991,0.8802832961082458
0.027743177488446236,0.5935872197151184,0.9914718866348267,0.8803027868270874
0.027256906032562256,0.5936748385429382,0.9918097853660583,0.8803305625915527
0.02727828547358513,0.5939043164253235,0.9917340278625488,0.8802916407585144
0.026787158101797104,0.5938685536384583,0.9920711517333984,0.8802583813667297
0.026843156665563583,0.5937130451202393,0.9920430779457092,0.8802888989448547
0.02735726349055767,0.5937004685401917,0.9917436242103577,0.880280613899231
0.02751225046813488,0.5938840508460999,0.9916931390762329,0.8803249597549438
0.02745942398905754,0.5938416123390198,0.9916927814483643,0.8803693652153015
0.02762308530509472,0.5941879749298096,0.9915370941162109,0.8803278207778931
0.02679753303527832,0.5941396355628967,0.9920976758003235,0.8802638053894043
0.026855075731873512,0.5939000844955444,0.9920427799224854,0.880299985408783
0.0269171092659235,0.593915581703186,0.9919294714927673,0.880247175693512
0.028005482628941536,0.593829870223999,0.9913674592971802,0.8802443742752075
0.027646439149975777,0.5939822196960449,0.9915699362754822,0.8802888989448547
0.026948027312755585,0.594130277633667,0.9920045137405396,0.8802137970924377
0.027301760390400887,0.5943496823310852,0.9917053580284119,0.8802250027656555
0.028068840503692627,0.5945008993148804,0.9914654493331909,0.8801944255828857
0.026821540668606758,0.5942029356956482,0.9920946359634399,0.8802222609519958
0.02719814144074917,0.5945270657539368,0.9918652176856995,0.8801944255828857
0.0274809543043375,0.5946621894836426,0.9916107654571533,0.8802527785301208
0.02806437388062477,0.5946837067604065,0.9913266897201538,0.8802499771118164
0.027072636410593987,0.5943414568901062,0.9919019341468811,0.8803082704544067
0.027033936232328415,0.5942263603210449,0.9918341040611267,0.8803084492683411
0.027214540168642998,0.5943838953971863,0.9917435050010681,0.8803083300590515
0.02801964432001114,0.5945673584938049,0.9914010167121887,0.8802666664123535
0.026978399604558945,0.5944066047668457,0.9918851852416992,0.880280613899231
0.028257329016923904,0.5943357944488525,0.9913042783737183,0.8802722096443176
0.027809014543890953,0.5943987369537354,0.9913301467895508,0.8802555203437805
0.027064796537160873,0.5941669940948486,0.9918601512908936,0.8802416920661926
0.028217049315571785,0.5941290855407715,0.9913131594657898,0.880311131477356
0.026957303285598755,0.5940664410591125,0.9919486045837402,0.880258321762085
0.026901667937636375,0.5941435098648071,0.9919132590293884,0.8802332878112793
0.02697482518851757,0.593980610370636,0.9919116497039795,0.8802639842033386
0.026952221989631653,0.5937277674674988,0.9919185638427734,0.8802722096443176
0.02713540941476822,0.5940228700637817,0.9918609261512756,0.8802472352981567
0.027302857488393784,0.5945143699645996,0.9917646646499634,0.8801971673965454
0.027805348858237267,0.5946155190467834,0.9915204048156738,0.8801888823509216
0.02737409807741642,0.5942239165306091,0.9917306900024414,0.8802722692489624
0.02696361020207405,0.5941005945205688,0.9919308423995972,0.8802332878112793
0.02724144048988819,0.5942099690437317,0.9917466640472412,0.8802111148834229
0.026717212051153183,0.5941055417060852,0.9920616745948792,0.8801944255828857
0.027097174897789955,0.5943703651428223,0.9918767213821411,0.8802222609519958
0.02695336379110813,0.5942049026489258,0.9919697046279907,0.8802305459976196
0.027514977380633354,0.5943701267242432,0.9916144013404846,0.880247175693512
0.026998674497008324,0.5945038795471191,0.9919226169586182,0.8802526593208313
0.027932463213801384,0.5942642688751221,0.9913974404335022,0.8802416324615479
0.027595246210694313,0.5944774150848389,0.9916938543319702,0.880280613899231
0.027523480355739594,0.5945910811424255,0.9915757775306702,0.8802527785301208
0.027388229966163635,0.5946420431137085,0.9916843771934509,0.8802610635757446
0.027865516021847725,0.5945827960968018,0.9914034008979797,0.8802638053894043
0.026913108304142952,0.5942026376724243,0.9919657111167908,0.8803027868270874
0.027742473408579826,0.5947638154029846,0.9915969371795654,0.880258321762085
0.027469851076602936,0.5948516130447388,0.9916582107543945,0.880238950252533
0.027574343606829643,0.5945346355438232,0.9916713833808899,0.8803055286407471
0.027996497228741646,0.5946767330169678,0.991243302822113,0.880311131477356
0.027322817593812943,0.5944819450378418,0.9916870594024658,0.880280613899231
0.027078919112682343,0.5942993760108948,0.9918180108070374,0.8802971839904785
0.026814132928848267,0.5941980481147766,0.9920161366462708,0.8802833557128906
0.02781037613749504,0.5946596264839172,0.9913784265518188,0.8802639245986938
0.027826715260744095,0.5949060916900635,0.9914796948432922,0.8802472352981567
0.02726743184030056,0.5945854783058167,0.9918259978294373,0.8802888989448547
0.02698063664138317,0.594627857208252,0.9920216202735901,0.8802638053894043
0.027023866772651672,0.5947814583778381,0.9919192790985107,0.8801999688148499
0.027449237182736397,0.5947328805923462,0.9916946887969971,0.8802472352981567
0.027375834062695503,0.5944880843162537,0.9917142391204834,0.880280613899231
0.027662837877869606,0.5945426225662231,0.9916068911552429,0.880269467830658
0.027344325557351112,0.5946639180183411,0.9917446970939636,0.8802555203437805
0.02731618657708168,0.5944627523422241,0.9916733503341675,0.8802888989448547
0.026821965351700783,0.594257116317749,0.9920505881309509,0.8802361488342285
0.027535781264305115,0.5945228338241577,0.991645336151123,0.880258321762085
0.027619030326604843,0.594656229019165,0.9915655851364136,0.8802610635757446
0.027149425819516182,0.5945705771446228,0.9918662905693054,0.8802861571311951
0.0280594564974308,0.594870924949646,0.9913395047187805,0.88022780418396
0.02843722142279148,0.5950352549552917,0.9912503957748413,0.8802444934844971
0.02726541832089424,0.5950353145599365,0.9917054176330566,0.8801750540733337
0.02743978425860405,0.5947442650794983,0.9916402101516724,0.8802055716514587
0.02728627249598503,0.5946139693260193,0.9917651414871216,0.8802305459976196
0.027737172320485115,0.59477299451828,0.9914920926094055,0.8802527785301208
0.026671115309000015,0.5945934057235718,0.9921867251396179,0.8802722096443176
0.026680011302232742,0.5943334698677063,0.9921491742134094,0.8802722096443176
0.0266092661768198,0.5941217541694641,0.9921264052391052,0.8802944421768188
0.028235964477062225,0.5945241451263428,0.9916468858718872,0.8802416324615479
0.027367183938622475,0.5942296385765076,0.9917455315589905,0.8803388476371765
0.027752073481678963,0.5943533182144165,0.9915170073509216,0.8802750110626221
0.027542397379875183,0.5943388342857361,0.9917130470275879,0.8803861737251282
0.027550671249628067,0.594685435295105,0.9916689395904541,0.8802915811538696
0.02747538685798645,0.59465491771698,0.9916319847106934,0.8802971839904785
0.02731943689286709,0.5946295857429504,0.9917278289794922,0.8802833557128906
0.027527250349521637,0.5946234464645386,0.9915636777877808,0.88028883934021
0.027219485491514206,0.5944446921348572,0.9918030500411987,0.8803278207778931
0.0267350971698761,0.5941061973571777,0.9920880198478699,0.8803417086601257
0.027434218674898148,0.594082772731781,0.991626501083374,0.8803194761276245
0.027008354663848877,0.594039797782898,0.9919300675392151,0.8802555203437805
0.027713043615221977,0.5942469239234924,0.9915234446525574,0.8803361058235168
0.02715029940009117,0.5944311022758484,0.9918277859687805,0.8802833557128906
0.02754940651357174,0.5944805145263672,0.991590142250061,0.8803194165229797
0.027651064097881317,0.594755232334137,0.9914986491203308,0.880299985408783
0.026957767084240913,0.5944274663925171,0.9919319748878479,0.8803000450134277
0.02855428121984005,0.594689130783081,0.9910925626754761,0.880269467830658
0.02729131281375885,0.5948338508605957,0.9917292594909668,0.8802722096443176
0.027150502428412437,0.5947582125663757,0.9918528199195862,0.8802833557128906
0.02732507884502411,0.5945944786071777,0.9917311072349548,0.8802944421768188
0.027131464332342148,0.5944432616233826,0.9918642640113831,0.8802693486213684
0.027613602578639984,0.594354510307312,0.9916189312934875,0.8802750706672668
0.026888061314821243,0.5941666960716248,0.9919250011444092,0.8802971839904785
0.02712964452803135,0.5939525365829468,0.991788387298584,0.8803138732910156
0.027104593813419342,0.5938438177108765,0.9918429851531982,0.8802638053894043
0.027460210025310516,0.5941734910011292,0.9917179942131042,0.8802444934844971
0.026698267087340355,0.5940720438957214,0.9921066164970398,0.8802472352981567
0.027060244232416153,0.5939698219299316,0.9918408393859863,0.8802527785301208
0.027338946238160133,0.5941562056541443,0.9916979074478149,0.8802722096443176
0.027309907600283623,0.5940749049186707,0.9917556047439575,0.8803249597549438
0.027230337262153625,0.5940074920654297,0.9918643832206726,0.8803666830062866
0.02682689018547535,0.5939494967460632,0.9920041561126709,0.8803194761276245
0.027253897860646248,0.594234824180603,0.9917386770248413,0.8803055882453918
0.027080321684479713,0.5941499471664429,0.9918317794799805,0.8803027272224426
0.02857893891632557,0.5945992469787598,0.991234540939331,0.8802778124809265
0.027209555730223656,0.5946853160858154,0.9919193983078003,0.8802361488342285
0.027434328570961952,0.5946375131607056,0.9916166067123413,0.8802472352981567
0.027372857555747032,0.5947722792625427,0.9916253685951233,0.8802111148834229
0.02691541239619255,0.5945445895195007,0.9920065999031067,0.8802305459976196
0.02725481055676937,0.5944344401359558,0.9917883276939392,0.8802416920661926
0.026588140055537224,0.5942856073379517,0.9921812415122986,0.8802276849746704
0.027053069323301315,0.5943277478218079,0.9918802380561829,0.880269467830658
0.027660492807626724,0.5944228768348694,0.9914452433586121,0.8802388310432434
0.02730708196759224,0.5943472385406494,0.9917224645614624,0.8802666664123535
0.02707839570939541,0.5943807363510132,0.9918630123138428,0.8802555203437805
0.027995623648166656,0.5946285724639893,0.9913874268531799,0.8802583813667297
0.027202220633625984,0.5947355031967163,0.9917059540748596,0.8802750110626221
0.026912793517112732,0.59437096118927,0.9919636249542236,0.8802834749221802
0.027217676863074303,0.5946621894836426,0.9918676018714905,0.880280613899231
0.027162613347172737,0.5945377945899963,0.9917869567871094,0.8803167343139648
0.026952017098665237,0.5944526195526123,0.9919823408126831,0.880311131477356
0.028506770730018616,0.5947713851928711,0.9912908673286438,0.880258321762085
0.02694689668715,0.594643771648407,0.991946816444397,0.880280613899231
0.027061710134148598,0.5945959687232971,0.9919236302375793,0.8802555203437805
0.02763749286532402,0.5946951508522034,0.9915835857391357,0.8802861571311951
0.028012104332447052,0.5949304699897766,0.991335391998291,0.8803055882453918
0.027386914938688278,0.5948229432106018,0.9916328191757202,0.8802945017814636
0.027829915285110474,0.5948341488838196,0.9914525151252747,0.8802833557128906
0.0268427524715662,0.5946157574653625,0.9920183420181274,0.8802499771118164
0.026985201984643936,0.5945633053779602,0.9919769763946533,0.8802444934844971
0.028599660843610764,0.5944530963897705,0.9911555051803589,0.8802973031997681
0.027176598086953163,0.5944854617118835,0.9918496608734131,0.8803027868270874
0.026951635256409645,0.5942391157150269,0.9918762445449829,0.8802833557128906
0.026944179087877274,0.5941668748855591,0.9919025301933289,0.8803138732910156
0.027146002277731895,0.5943315625190735,0.9917951822280884,0.8802971839904785
0.0278761126101017,0.5946729183197021,0.9914048314094543,0.8802527785301208
0.027731433510780334,0.5943887233734131,0.9917833805084229,0.8803693652153015
0.02741135284304619,0.5943593382835388,0.9916871190071106,0.8803555369377136
0.02692737802863121,0.5942934155464172,0.9919502139091492,0.8803027272224426
0.0273236446082592,0.5943393111228943,0.9917147159576416,0.8803583979606628
0.026996972039341927,0.594222903251648,0.9918941855430603,0.8802973031997681
0.02685912512242794,0.5941736698150635,0.9919689297676086,0.8803000450134277
0.026900090277194977,0.593973696231842,0.9919503927230835,0.8802527785301208
0.027443353086709976,0.5940826535224915,0.9916119575500488,0.8802695274353027
0.02701096050441265,0.5940570831298828,0.991855800151825,0.8802444934844971
0.02712143212556839,0.5941770076751709,0.991828441619873,0.8802472352981567
0.026682903990149498,0.5938928127288818,0.9921119213104248,0.8802638053894043
0.027259811758995056,0.594086766242981,0.9917606115341187,0.8802750110626221
0.026982421055436134,0.5941727757453918,0.9919772744178772,0.8802750110626221
0.026773083955049515,0.5938341617584229,0.9922178983688354,0.8802944421768188
0.027046695351600647,0.5941353440284729,0.9919677972793579,0.8803194165229797
0.02712424471974373,0.5940824747085571,0.9918078780174255,0.8802860379219055
